mass_A
t	x	y
10.493305994451815	458.53035143769944	-279.10543130990413
10.53351023197845	464.6645367412136	-279.10543130990413
10.573714469505086	464.6645367412136	-279.10543130990413
10.61391870703172	464.6645367412136	-279.10543130990413
10.654122944558356	464.6645367412136	-279.10543130990413
10.694327182084992	464.6645367412136	-279.10543130990413
10.734531419611626	464.6645367412136	-279.10543130990413
10.774735657138262	464.6645367412136	-279.10543130990413
10.814939894664898	464.6645367412136	-279.10543130990413
10.855144132191533	464.6645367412136	-279.10543130990413
10.895348369718167	464.6645367412136	-279.10543130990413
10.935552607244803	464.6645367412136	-279.10543130990413
10.975756844771439	464.6645367412136	-279.10543130990413
11.015961082298073	464.6645367412136	-279.10543130990413
11.056165319824709	464.6645367412136	-279.10543130990413
11.096369557351345	464.6645367412136	-279.10543130990413
11.13657379487798	464.6645367412136	-279.10543130990413
11.176778032404615	446.2619808306706	-294.44089456869006
11.21698226993125	415.59105431309865	-325.1118210862619
11.257186507457886	341.980830670926	-349.64856230031955
11.29739074498452	256.1022364217249	-361.9169329073484
11.337594982511156	167.15654952076648	-368.05111821086257
11.377799220037792	77.95435635630156	-359.8857174599443
11.418003457564428	-10.734824281150395	-340.4472843450478
11.458207695091062	-57.55964300936512	-325.68560593248776
11.498411932617698	-105.8031228339471	-306.84895215868073
11.538616170144333	-127.28434504792358	-300.57507987220447
11.578820407670968	-127.28434504792358	-300.57507987220447
11.619024645197603	-87.55637818931473	-312.9898947805532
11.65922888272424	-40.0970983103789	-327.88309342066714
11.699433120250875	31.285563437510746	-345.7471008116272
11.739637357777509	76.77862432171514	-353.831968239836
11.779841595304145	131.3524510162813	-359.7028200243285
11.82004583283078	253.0351437699676	-358.84984025559106
11.860250070357415	341.980830670926	-343.51437699680514
11.90045430788405	390.52311288662827	-325.8929158745359
11.940658545410686	440.12779552715597	-312.8434504792333
11.98086278293732	473.86581469648513	-300.57507987220447
12.021067020463956	476.93290734824245	-300.5750798722047
12.061271257990592	441.41301277717116	-313.55211886760026
12.101475495517228	392.50838043611975	-333.54578866968495
12.141679733043862	327.69656149136426	-352.64466633594475
12.181883970570498	268.73290619434783	-363.55151374731395
12.222088208097134	170.22364217252357	-374.185303514377
12.262292445623768	71.5471265575959	-361.5624782049672
12.302496683150405	-1.5335463258788877	-346.58146964856223
12.34270092067704	-49.05279545989174	-330.6535709137943
12.382905158203675	-98.77183401544221	-310.52799715905985
12.42310939573031	-121.15015974440917	-300.57507987220447
12.463313633256945	-118.08306709265207	-309.776357827476
12.50351787078358	-93.54632587859464	-312.8434504792333
12.543722108310215	-39.993415771306445	-328.5501274706803
12.58392634583685	7.8552542562533745	-342.60944341940103
12.624130583363486	87.41214057507955	-361.91693290734815
12.664334820890122	167.15654952076648	-364.9840255591055
12.704539058416756	256.1022364217249	-368.05111821086257
