Chart Recorder Data File Wed, Feb 08, 2023 10:59 AM
CH1 (V)  	CH2 (V)  
18.160517578	0.098144531
18.269824219	0.090332031
18.379130859	0.088867187
18.504052734	0.085449219
18.613359375	0.087890625
18.738281250	0.088378906
18.863203125	0.092773437
18.972509766	0.095214844
19.081816406	0.101562500
19.206738281	0.106445312
19.316044922	0.113281250
19.440966797	0.119140625
19.534658203	0.126464844
19.659580078	0.132324219
19.784501953	0.140136719
19.893808594	0.146972656
19.987500000	0.155273437
20.096806641	0.162109375
20.206113281	0.170898437
20.331035156	0.178710937
20.455957031	0.177246094
20.565263672	0.194335937
20.674570312	0.211425781
20.799492188	0.212402344
20.908798828	0.216308594
21.033720703	0.218750000
21.143027344	0.223144531
21.267949219	0.227539062
21.361640625	0.231933594
21.486562500	0.233886719
21.611484375	0.234375000
21.720791016	0.233398437
21.830097656	0.232421875
21.955019531	0.229492187
22.064326172	0.225585937
22.189248047	0.219726562
22.298554688	0.212402344
22.407861328	0.204589844
22.532783203	0.196777344
22.642089844	0.186035156
22.751396484	0.176757812
22.876318359	0.166992187
22.985625000	0.157226562
23.094931641	0.146972656
23.219853516	0.137695312
23.329160156	0.129882812
23.454082031	0.123046875
23.563388672	0.118652344
23.672695313	0.115722656
23.797617187	0.115722656
23.891308594	0.116210937
24.016230469	0.119140625
24.109921875	0.122558594
24.250458984	0.127929687
24.344150391	0.132324219
24.469072266	0.139160156
24.593994141	0.145019531
24.703300781	0.152343750
24.812607422	0.158691406
24.937529297	0.167480469
25.046835937	0.173828125
25.171757813	0.182617187
25.281064453	0.190429687
25.390371094	0.199707031
25.515292969	0.206542969
25.624599609	0.215332031
25.749521484	0.222167969
25.843212891	0.231445312
25.968134766	0.237304687
26.077441406	0.244628906
26.202363281	0.248535156
26.327285156	0.253906250
26.436591797	0.255859375
26.545898437	0.260742187
26.655205078	0.261230469
26.780126953	0.263671875
26.889433594	0.261718750
27.014355469	0.262207031
27.108046875	0.258789062
27.232968750	0.257324219
27.342275391	0.252441406
27.467197266	0.249023437
27.576503906	0.243164062
27.701425781	0.238281250
27.810732422	0.230468750
27.904423828	0.224609375
28.013730469	0.216308594
28.138652344	0.210449219
28.263574219	0.201171875
28.372880859	0.195312500
28.482187500	0.186035156
28.607109375	0.180175781
28.716416016	0.172363281
28.825722656	0.168945312
28.935029297	0.163085937
29.059951172	0.162109375
29.184873047	0.159667969
29.294179687	0.162597656
29.419101562	0.163085937
29.512792969	0.167480469
29.637714844	0.170898437
29.762636719	0.178710937
29.871943359	0.182617187
29.996865234	0.191894531
30.106171875	0.196777344
30.153017578	0.204589844
30.153017578	0.204101562
30.153017578	0.206542969
30.153017578	0.204589844
30.121787109	0.205566406
30.153017578	0.204589844
30.153017578	0.206542969
30.153017578	0.204589844
30.153017578	0.207031250
30.153017578	0.205078125
30.153017578	0.207031250
30.153017578	0.205078125
30.137402344	0.207519531
30.153017578	0.205078125
30.153017578	0.207519531
30.153017578	0.204589844
30.137402344	0.207519531
30.153017578	0.205078125
30.137402344	0.208007812
30.153017578	0.206054687
30.153017578	0.208496094
30.153017578	0.206054687
30.153017578	0.208496094
30.153017578	0.206054687
30.137402344	0.208984375
30.153017578	0.206054687
30.153017578	0.208496094
30.153017578	0.206054687
30.153017578	0.208496094
30.153017578	0.206054687
30.153017578	0.208984375
30.153017578	0.206054687
30.137402344	0.208007812
30.153017578	0.206542969
30.137402344	0.208496094
30.153017578	0.206054687
30.137402344	0.208984375
30.153017578	0.206542969
30.137402344	0.208984375
30.153017578	0.206542969
30.153017578	0.208984375
30.153017578	0.207031250
30.137402344	0.209960937
30.153017578	0.207031250
30.137402344	0.209472656
30.153017578	0.207031250
30.137402344	0.209472656
30.153017578	0.207031250
30.137402344	0.209960937
30.153017578	0.207031250
30.153017578	0.209960937
30.153017578	0.207519531
30.137402344	0.209960937
30.153017578	0.208007812
30.153017578	0.209960937
30.137402344	0.208007812
30.137402344	0.209960937
30.153017578	0.207519531
30.137402344	0.209960937
